Customer_ID,Age,Gender,Location,Device_Type,Traffic_Source,Session_Count,Return_Customer,Time_of_Day,Time_Spent_on_Site,Pages_Viewed,Product_Category,Product_Category_2,Discount_Code_Used,Payment_Method,Items_in_Cart,Added_to_Cart,Abandonment_Point,Converted,Order_Value
CUST00182,30,Male,Abu Dhabi,Mobile,Organic,4,Yes,Night,22.11,6,Beauty,Grocery,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00183,32,Female,Riyadh,Mobile,Referral,1,No,Evening,1.96,2,Home & Kitchen,Toys,Yes,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00184,40,Male,Dubai,Mobile,Email,2,Yes,Afternoon,11.33,4,Apparel,None,Yes,Credit/Debit Card,3.0,Yes,None,Yes,136.07
CUST00185,18,Male,Dubai,Tablet,Social Media,1,No,Evening,16.59,3,Apparel,None,No,Digital Wallet,,No,Product Page,No,
CUST00186,35,Female,Dubai,Mobile,Paid Search,1,No,Afternoon,11.87,2,Books,None,No,Digital Wallet,,No,Product Page,No,
CUST00187,48,Male,Doha,Mobile,Organic,4,Yes,Afternoon,26.39,8,Electronics,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00188,28,Female,Muscat,Desktop,Direct,8,Yes,Evening,15.97,5,Electronics,None,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00189,49,Female,Riyadh,Mobile,Organic,4,Yes,Night,26.35,5,Home & Kitchen,Grocery,No,Digital Wallet,1.0,Yes,Payment Gateway,No,
CUST00190,56,Female,Sharjah,Desktop,Social Media,2,Yes,Evening,7.16,3,Sports,Books,No,Credit/Debit Card,,No,Product Page,No,
CUST00191,41,Female,Abu Dhabi,Mobile,Paid Search,3,Yes,Afternoon,8.81,1,Apparel,Toys,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00192,42,Female,Dubai,Mobile,Organic,4,Yes,Morning,26.33,6,Beauty,None,No,Digital Wallet,3.0,Yes,None,Yes,115.77
CUST00193,28,Female,Dubai,Mobile,Organic,24,Yes,Night,56.81,13,Home & Kitchen,Toys,Yes,Credit/Debit Card,4.0,Yes,None,Yes,153.29
CUST00194,63,Female,Kuwait City,Desktop,Referral,1,No,Evening,145.54916802398492,31,Electronics,Books,Yes,Credit/Debit Card,3.0,Yes,None,Yes,473.79
CUST00195,30,Male,London,Mobile,Social Media,4,Yes,Night,23.5,6,Beauty,Grocery,Yes,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00196,38,Female,Sharjah,Tablet,Email,26,Yes,Afternoon,17.0,3,Sports,Apparel,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00197,53,Female,Riyadh,Mobile,Social Media,3,Yes,Evening,19.56,3,Toys,Books,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00198,31,Male,Cairo,Mobile,Organic,2,Yes,Evening,14.62,5,Electronics,Books,Yes,Digital Wallet,,No,Product Page,No,
CUST00199,38,Male,Dubai,Mobile,Email,3,Yes,Morning,133.9532538259366,51,Beauty,None,Yes,Credit/Debit Card,3.0,Yes,None,Yes,112.03
CUST00200,29,Female,Kuwait City,Mobile,Paid Search,1,No,Evening,9.36,4,Apparel,Toys,No,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00201,45,Male,Riyadh,Mobile,Social Media,1,No,Evening,10.63,3,Electronics,Home & Kitchen,No,Cash on Delivery,,No,Product Page,No,
CUST00202,51,Female,Riyadh,Mobile,Email,4,Yes,Evening,30.92,9,Home & Kitchen,None,No,Credit/Debit Card,2.0,Yes,None,Yes,151.95
CUST00203,28,Other,Abu Dhabi,Desktop,Organic,3,Yes,Night,26.37,5,Electronics,Home & Kitchen,Yes,Digital Wallet,2.0,Yes,None,Yes,330.99
CUST00204,23,Male,Doha,Mobile,Paid Search,2,Yes,Afternoon,150.56548654515606,51,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00205,20,Female,Kuwait City,Mobile,Social Media,1,Yes,Evening,18.45,4,Apparel,Toys,Yes,BNPL,,No,Product Page,No,
CUST00206,31,Male,Dubai,Mobile,Organic,5,Yes,Morning,13.89,3,Apparel,None,No,Digital Wallet,,No,Product Page,No,
CUST00207,38,Female,Sharjah,Desktop,Direct,3,Yes,Morning,21.64,5,Home & Kitchen,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00208,55,Male,Dubai,Mobile,Paid Search,3,Yes,Evening,22.23,5,Apparel,Toys,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00209,41,Female,Cairo,Mobile,Email,4,Yes,Morning,14.82,5,Home & Kitchen,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00210,39,Male,Sharjah,Mobile,Paid Search,3,Yes,Evening,12.65,2,Electronics,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00211,47,Male,Kuwait City,Desktop,Paid Search,1,No,Afternoon,12.65,3,Beauty,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00212,43,Male,Abu Dhabi,Desktop,Paid Search,2,Yes,Afternoon,9.18,3,Sports,None,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00213,34,Male,Dubai,Mobile,Direct,3,Yes,Morning,18.42,6,Electronics,Books,No,BNPL,,No,Product Page,No,
CUST00214,28,Female,Dubai,Mobile,Paid Search,1,No,Afternoon,8.33,1,Home & Kitchen,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00215,48,Male,Abu Dhabi,Desktop,Email,5,Yes,Evening,31.51,6,Beauty,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00216,43,Female,Dubai,Tablet,Social Media,1,No,Evening,10.53,1,Home & Kitchen,None,No,BNPL,1.0,Yes,Payment Gateway,No,
CUST00217,25,Female,Riyadh,Desktop,Referral,2,Yes,Night,26.36,5,Apparel,Beauty,No,Cash on Delivery,1.0,Yes,Checkout,No,
CUST00218,41,Female,Dubai,Tablet,Email,8,Yes,Morning,9.78,2,Beauty,None,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00219,32,Female,Sharjah,Desktop,Email,2,Yes,Evening,18.93,6,Electronics,Books,Yes,BNPL,3.0,Yes,None,Yes,501.89
CUST00220,52,Female,Abu Dhabi,Desktop,Direct,2,Yes,Evening,20.715,1,Apparel,None,No,BNPL,,No,Product Page,No,
CUST00221,29,Male,Riyadh,Mobile,Organic,4,Yes,Afternoon,38.62,10,Home & Kitchen,Grocery,No,BNPL,4.0,Yes,Cart,No,
CUST00222,48,Male,Doha,Mobile,Email,2,Yes,Evening,23.91,5,Electronics,None,Yes,Credit/Debit Card,3.0,Yes,None,Yes,371.55
CUST00223,56,Female,Riyadh,Mobile,Paid Search,3,Yes,Evening,13.01,3,Home & Kitchen,None,No,Digital Wallet,3.0,Yes,Checkout,No,
CUST00224,34,Female,Mumbai,Desktop,Paid Search,5,Yes,Evening,15.18,5,Beauty,None,No,Credit/Debit Card,4.0,Yes,Checkout,No,
CUST00225,37,Other,Dubai,Tablet,Organic,4,Yes,Evening,27.09,8,Beauty,None,No,Cash on Delivery,,No,Product Page,No,
CUST00226,42,Male,Abu Dhabi,Mobile,Social Media,1,No,Evening,7.6,2,Electronics,None,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00227,40,Male,Abu Dhabi,Mobile,Social Media,1,No,Evening,21.94,4,Toys,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00228,25,Male,Abu Dhabi,Mobile,Social Media,1,No,Evening,10.26,3,Home & Kitchen,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00229,34,Female,Doha,Mobile,Social Media,1,No,Night,34.28,7,Apparel,Sports,Yes,Digital Wallet,2.0,Yes,Cart,No,
CUST00230,50,Female,Sharjah,Mobile,Organic,3,Yes,Afternoon,10.64,1,Apparel,None,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00231,36,Male,Sharjah,Mobile,Paid Search,2,Yes,Afternoon,13.05,4,Home & Kitchen,Grocery,No,Credit/Debit Card,2.0,Yes,None,Yes,186.74
CUST00232,55,Male,Sharjah,Tablet,Referral,2,Yes,Evening,8.85,5,Books,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00233,48,Female,Mumbai,Mobile,Direct,2,Yes,Evening,47.4,11,Home & Kitchen,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00234,35,Female,London,Mobile,Direct,4,Yes,Evening,16.22,7,Beauty,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00235,32,Male,Abu Dhabi,Mobile,Social Media,1,No,Morning,5.44,2,Apparel,Toys,No,BNPL,,No,Product Page,No,
CUST00236,27,Female,Dubai,Mobile,Organic,3,Yes,Evening,12.6,2,Apparel,Sports,Yes,Digital Wallet,,No,Product Page,No,
CUST00237,27,Female,Muscat,Desktop,Referral,1,No,Evening,23.21,5,Apparel,Beauty,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00238,36,Female,Mumbai,Mobile,Direct,23,Yes,Evening,4.5,2,Beauty,Apparel,No,BNPL,,No,Product Page,No,
CUST00239,34,Female,Dubai,Mobile,Email,2,Yes,Afternoon,18.64,4,Apparel,Sports,Yes,Digital Wallet,2.0,Yes,Cart,No,
CUST00240,36,Male,Dubai,Mobile,Social Media,1,No,Night,6.16,1,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00241,48,Male,London,Mobile,Organic,3,Yes,Night,19.07,2,Apparel,Beauty,No,Cash on Delivery,2.0,Yes,Cart,No,
CUST00242,27,Female,Doha,Mobile,Email,4,Yes,Evening,21.87,6,Sports,None,Yes,Digital Wallet,3.0,Yes,None,Yes,147.62
CUST00243,18,Male,Abu Dhabi,Mobile,Paid Search,1,No,Evening,16.24,2,Beauty,Grocery,No,Digital Wallet,,No,Product Page,No,
CUST00244,36,Female,Riyadh,Mobile,Organic,4,Yes,Afternoon,18.87,7,Apparel,Toys,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00245,27,Female,London,Mobile,Email,4,Yes,Morning,21.7,5,Books,Electronics,Yes,Digital Wallet,3.0,Yes,None,Yes,41.15
CUST00246,53,Female,Muscat,Mobile,Organic,5,Yes,Night,56.93,12,Electronics,None,No,Credit/Debit Card,3.0,Yes,None,Yes,406.94
CUST00247,30,Male,Kuwait City,Mobile,Social Media,1,No,Evening,33.75,7,Electronics,Books,No,Digital Wallet,,No,Product Page,No,
CUST00248,39,Male,Doha,Mobile,Organic,4,Yes,Evening,16.61,5,Electronics,Home & Kitchen,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00249,35,Female,Dubai,Desktop,Referral,1,No,Evening,24.98,5,Electronics,None,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00250,38,Male,Muscat,Tablet,Organic,5,Yes,Morning,27.82,6,Electronics,Sports,Yes,BNPL,2.0,Yes,Cart,No,
CUST00251,42,Female,Dubai,Mobile,Email,5,Yes,Evening,14.65,5,Beauty,Apparel,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00252,29,Female,London,Mobile,Organic,4,Yes,Evening,23.2,4,Home & Kitchen,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00253,32,Male,Dubai,Mobile,Organic,5,Yes,Evening,26.4,7,Beauty,None,Yes,Credit/Debit Card,4.0,Yes,None,Yes,121.41
CUST00254,59,Female,Muscat,Mobile,Organic,3,Yes,Morning,14.13,5,Beauty,Grocery,Yes,BNPL,,No,Product Page,No,
CUST00255,33,Male,Dubai,Mobile,Social Media,2,Yes,Evening,13.83,4,Beauty,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00256,36,Male,Sharjah,Desktop,Social Media,1,No,Morning,15.17,4,Electronics,None,Yes,BNPL,,No,Product Page,No,
CUST00257,41,Other,Dubai,Desktop,Social Media,2,Yes,Evening,15.43,1,Beauty,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00258,45,Other,Doha,Mobile,Paid Search,1,No,Evening,9.51,1,Home & Kitchen,None,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00259,36,Male,Muscat,Mobile,Paid Search,1,No,Morning,17.35,2,Grocery,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00260,44,Female,Doha,Desktop,Paid Search,1,No,Evening,17.38,4,Electronics,Home & Kitchen,Yes,Digital Wallet,,No,Product Page,No,
CUST00261,39,Female,Sharjah,Mobile,Direct,6,Yes,Afternoon,22.46,6,Electronics,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00262,31,Male,Dubai,Mobile,Paid Search,1,No,Night,60.0,11,Beauty,Grocery,Yes,Digital Wallet,,No,Product Page,No,
CUST00263,18,Male,London,Tablet,Paid Search,1,No,Evening,7.94,2,Beauty,None,Yes,Cash on Delivery,2.0,Yes,None,Yes,89.17
CUST00264,42,Female,Doha,Desktop,Paid Search,1,No,Afternoon,17.95,6,Apparel,Sports,Yes,Digital Wallet,,No,Product Page,No,
CUST00265,33,Male,Kuwait City,Desktop,Organic,7,Yes,Afternoon,33.63,6,Home & Kitchen,Toys,No,Credit/Debit Card,3.0,Yes,None,Yes,197.29
CUST00266,44,Female,Kuwait City,Mobile,Paid Search,1,No,Night,29.18,6,Electronics,Home & Kitchen,No,BNPL,3.0,Yes,Checkout,No,
CUST00267,31,Female,Kuwait City,Mobile,Social Media,1,No,Evening,16.24,6,Grocery,None,No,Digital Wallet,,No,Product Page,No,
CUST00268,51,Female,Sharjah,Mobile,Paid Search,1,No,Afternoon,5.08,1,Electronics,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00269,41,Male,Doha,Mobile,Email,4,Yes,Morning,16.24,4,Electronics,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00270,26,Male,Riyadh,Mobile,Referral,2,Yes,Afternoon,16.24,6,Electronics,Home & Kitchen,Yes,Digital Wallet,3.0,Yes,None,Yes,327.85
CUST00271,24,Male,Muscat,Desktop,Referral,1,No,Night,11.94,2,Apparel,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00272,44,Female,Kuwait City,Desktop,Social Media,3,Yes,Night,8.92,1,Electronics,Sports,No,Digital Wallet,,No,Product Page,No,
CUST00273,33,Female,Dubai,Mobile,Organic,4,Yes,Afternoon,15.86,4,Beauty,None,Yes,Credit/Debit Card,4.0,Yes,None,Yes,95.56
CUST00274,51,Female,Abu Dhabi,Mobile,Organic,5,Yes,Afternoon,12.27,4,Books,None,No,BNPL,3.0,Yes,Checkout,No,
CUST00275,47,Female,Dubai,Mobile,Social Media,2,Yes,Afternoon,7.91,2,Apparel,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00276,38,Male,Dubai,Desktop,Social Media,2,Yes,Night,67.29,17,Beauty,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00277,47,Female,Riyadh,Mobile,Paid Search,1,No,Evening,15.68,5,Electronics,Home & Kitchen,No,BNPL,1.0,Yes,Cart,No,
CUST00278,49,Female,Cairo,Desktop,Email,4,Yes,Evening,104.10996117819307,51,Apparel,Sports,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00279,51,Male,Dubai,Mobile,Paid Search,2,Yes,Evening,27.11,4,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00280,35,Male,Sharjah,Mobile,Social Media,1,No,Night,51.35,11,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00281,24,Female,Dubai,Desktop,Social Media,3,Yes,Night,25.15,7,Beauty,Apparel,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00282,19,Female,Muscat,Mobile,Organic,5,Yes,Morning,35.04,11,Electronics,Books,No,Credit/Debit Card,2.0,Yes,None,Yes,386.52
CUST00283,49,Male,Sharjah,Mobile,Email,26,Yes,Night,15.83,4,Books,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00284,38,Female,Kuwait City,Desktop,Organic,4,Yes,Night,18.46,4,Beauty,None,No,BNPL,,No,Product Page,No,
CUST00285,29,Male,Sharjah,Mobile,Organic,2,Yes,Afternoon,16.24,6,Beauty,Apparel,No,Credit/Debit Card,,No,Product Page,No,
CUST00286,40,Male,Dubai,Mobile,Social Media,3,Yes,Night,25.9,7,Grocery,None,Yes,Digital Wallet,4.0,Yes,Cart,No,
CUST00287,39,Female,Dubai,Mobile,Paid Search,1,No,Evening,23.03,7,Grocery,Beauty,No,Digital Wallet,4.0,Yes,Cart,No,
CUST00288,39,Female,Dubai,Mobile,Social Media,2,Yes,Night,15.52,1,Home & Kitchen,Grocery,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00289,34,Female,Abu Dhabi,Desktop,Referral,1,No,Afternoon,9.12,3,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00290,45,Male,London,Desktop,Referral,2,Yes,Evening,15.59,3,Apparel,Beauty,No,BNPL,2.0,Yes,None,Yes,124.7
CUST00291,28,Male,Kuwait City,Desktop,Email,3,Yes,Morning,42.41,7,Beauty,Grocery,Yes,Digital Wallet,3.0,Yes,None,Yes,66.1
CUST00292,35,Male,Sharjah,Desktop,Paid Search,26,Yes,Night,14.87,7,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00293,30,Male,Sharjah,Mobile,Paid Search,2,Yes,Night,16.88,6,Grocery,Toys,No,Credit/Debit Card,4.0,Yes,None,Yes,63.22
CUST00294,38,Male,Dubai,Mobile,Social Media,1,No,Evening,6.58,1,Electronics,None,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00295,31,Male,Doha,Desktop,Direct,5,Yes,Evening,15.93,4,Apparel,None,No,Digital Wallet,3.0,Yes,Checkout,No,
CUST00296,26,Male,Kuwait City,Mobile,Organic,3,Yes,Evening,13.47,3,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00297,41,Male,Dubai,Desktop,Direct,5,Yes,Afternoon,19.42,3,Sports,Electronics,No,Credit/Debit Card,,No,Product Page,No,
CUST00298,41,Female,Dubai,Desktop,Organic,5,Yes,Evening,21.58,5,Electronics,None,Yes,BNPL,3.0,Yes,None,Yes,307.57
CUST00299,26,Male,Riyadh,Mobile,Paid Search,1,No,Evening,3.11,4,Apparel,None,Yes,Digital Wallet,2.0,Yes,None,Yes,71.39
CUST00300,49,Male,Riyadh,Mobile,Paid Search,1,No,Morning,20.57,4,Apparel,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00301,40,Female,Abu Dhabi,Mobile,Paid Search,1,No,Morning,19.84,6,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00302,34,Male,Riyadh,Desktop,Organic,6,Yes,Evening,20.715,5,Apparel,None,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00303,22,Female,Riyadh,Mobile,Paid Search,2,Yes,Afternoon,8.21,4,Home & Kitchen,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00304,38,Male,Dubai,Tablet,Email,2,Yes,Evening,13.08,5,Electronics,Home & Kitchen,No,Credit/Debit Card,,No,Product Page,No,
CUST00305,40,Male,Dubai,Mobile,Organic,5,Yes,Afternoon,71.18,12,Home & Kitchen,None,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00306,42,Male,Abu Dhabi,Tablet,Social Media,1,No,Morning,1.5,4,Grocery,None,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00307,43,Male,Cairo,Mobile,Paid Search,1,No,Evening,104.8216445694984,23,Grocery,None,Yes,Digital Wallet,3.0,Yes,None,Yes,66.19
CUST00308,23,Female,Mumbai,Mobile,Paid Search,20,Yes,Evening,62.19,14,Home & Kitchen,Toys,No,Cash on Delivery,3.0,Yes,Payment Gateway,No,
CUST00309,35,Female,Cairo,Desktop,Email,6,Yes,Afternoon,73.16,15,Home & Kitchen,None,Yes,Cash on Delivery,5.0,Yes,None,Yes,227.9
CUST00310,49,Male,Doha,Desktop,Social Media,1,No,Night,49.98,10,Apparel,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00311,27,Male,Riyadh,Mobile,Social Media,1,No,Evening,18.64,5,Toys,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00312,37,Female,Doha,Desktop,Direct,20,Yes,Evening,12.8,4,Apparel,Beauty,No,Credit/Debit Card,,No,Product Page,No,
CUST00313,26,Male,London,Desktop,Organic,5,Yes,Morning,12.83,2,Apparel,None,No,BNPL,,No,Product Page,No,
CUST00314,45,Female,Dubai,Mobile,Social Media,1,No,Evening,16.86,4,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00315,38,Male,Sharjah,Mobile,Email,5,Yes,Morning,14.6,4,Apparel,None,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00316,45,Female,Doha,Desktop,Email,4,Yes,Morning,51.96,11,Electronics,None,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00317,43,Male,Doha,Mobile,Organic,2,Yes,Afternoon,12.65,7,Beauty,None,No,Digital Wallet,,No,Product Page,No,
CUST00318,54,Male,Dubai,Mobile,Social Media,3,Yes,Afternoon,17.16,4,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00319,55,Female,Riyadh,Desktop,Social Media,1,No,Night,28.51,4,Home & Kitchen,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00320,25,Female,Kuwait City,Mobile,Email,4,Yes,Morning,38.44,7,Apparel,Sports,No,BNPL,3.0,Yes,None,Yes,176.92
CUST00321,42,Male,Sharjah,Mobile,Social Media,1,No,Afternoon,23.73,7,Sports,Electronics,No,Credit/Debit Card,2.0,Yes,None,Yes,162.7
CUST00322,56,Female,Dubai,Tablet,Organic,26,Yes,Night,25.22,5,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00323,39,Female,Abu Dhabi,Mobile,Direct,4,Yes,Afternoon,137.98598343842656,27,Apparel,None,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00324,38,Male,London,Desktop,Direct,2,Yes,Afternoon,34.09,10,Beauty,None,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00325,35,Female,Sharjah,Desktop,Paid Search,1,No,Afternoon,18.65,5,Books,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00326,47,Male,Dubai,Mobile,Paid Search,2,Yes,Afternoon,20.41,4,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00327,57,Female,Dubai,Mobile,Paid Search,1,No,Afternoon,12.52,1,Home & Kitchen,None,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00328,29,Other,Dubai,Mobile,Email,4,Yes,Morning,18.0,6,Home & Kitchen,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00329,36,Male,Riyadh,Mobile,Social Media,2,Yes,Night,5.33,2,Books,None,No,Cash on Delivery,,No,Product Page,No,
CUST00330,56,Male,Abu Dhabi,Desktop,Paid Search,1,No,Afternoon,9.09,5,Electronics,None,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00331,42,Male,Dubai,Mobile,Paid Search,2,Yes,Afternoon,10.22,1,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00332,44,Male,Dubai,Mobile,Social Media,2,Yes,Evening,13.15,4,Electronics,Home & Kitchen,No,Credit/Debit Card,2.0,Yes,None,Yes,375.48
CUST00333,48,Female,Muscat,Mobile,Paid Search,1,No,Afternoon,5.62,3,Electronics,None,No,Cash on Delivery,1.0,Yes,Checkout,No,
CUST00334,36,Male,Kuwait City,Mobile,Paid Search,2,Yes,Afternoon,8.93,5,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00335,45,Male,Dubai,Mobile,Organic,4,Yes,Night,18.26,5,Grocery,None,No,Credit/Debit Card,5.0,Yes,Checkout,No,
CUST00336,42,Female,Riyadh,Mobile,Paid Search,1,No,Night,25.07,5,Electronics,None,No,BNPL,1.0,Yes,Payment Gateway,No,
CUST00337,33,Female,Muscat,Mobile,Paid Search,1,No,Evening,2.23,3,Grocery,Home & Kitchen,Yes,Credit/Debit Card,4.0,Yes,Cart,No,
CUST00338,36,Male,Riyadh,Desktop,Email,4,Yes,Morning,19.01,4,Electronics,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00339,58,Female,Abu Dhabi,Mobile,Email,4,Yes,Night,21.16,6,Grocery,Home & Kitchen,No,Cash on Delivery,3.0,Yes,Checkout,No,
CUST00340,31,Female,Riyadh,Mobile,Social Media,4,Yes,Evening,37.34,10,Beauty,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00341,50,Other,Dubai,Desktop,Paid Search,2,Yes,Afternoon,65.62,16,Electronics,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00342,40,Female,Abu Dhabi,Mobile,Organic,5,Yes,Evening,16.83,5,Home & Kitchen,None,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00343,48,Female,Dubai,Mobile,Social Media,2,Yes,Night,11.3,7,Apparel,None,No,Digital Wallet,2.0,Yes,None,Yes,133.07
CUST00344,48,Male,Riyadh,Mobile,Paid Search,1,No,Morning,10.91,3,Apparel,None,Yes,BNPL,,No,Product Page,No,
CUST00345,41,Male,Dubai,Mobile,Paid Search,1,No,Evening,14.61,4,Apparel,Toys,No,Digital Wallet,12.0,Yes,None,Yes,304.43
CUST00346,34,Female,London,Mobile,Paid Search,2,Yes,Night,13.2,3,Apparel,None,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00347,54,Female,Abu Dhabi,Tablet,Organic,4,Yes,Afternoon,20.66,6,Beauty,Apparel,No,Credit/Debit Card,,No,Product Page,No,
CUST00348,50,Female,Dubai,Mobile,Direct,5,Yes,Evening,5.42,3,Sports,None,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00349,41,Other,Sharjah,Tablet,Email,3,Yes,Afternoon,11.11,5,Apparel,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00350,41,Female,Dubai,Mobile,Organic,3,Yes,Afternoon,29.19,8,Books,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00351,30,Female,Sharjah,Mobile,Social Media,4,Yes,Afternoon,14.15,3,Grocery,None,No,Digital Wallet,,No,Product Page,No,
CUST00352,47,Female,Abu Dhabi,Mobile,Organic,3,Yes,Evening,33.56,8,Electronics,None,Yes,BNPL,,No,Product Page,No,
CUST00353,55,Female,Dubai,Mobile,Social Media,1,No,Evening,14.57,3,Electronics,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00354,29,Male,Dubai,Mobile,Paid Search,1,No,Night,3.87,3,Apparel,None,Yes,Credit/Debit Card,1.0,Yes,Checkout,No,
CUST00355,30,Male,Sharjah,Mobile,Organic,2,Yes,Night,50.5,4,Home & Kitchen,None,No,BNPL,2.0,Yes,None,Yes,250.4
CUST00356,38,Female,Dubai,Mobile,Direct,5,Yes,Night,16.1,4,Apparel,None,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00357,32,Male,Kuwait City,Mobile,Social Media,1,No,Afternoon,16.24,1,Apparel,Toys,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00358,38,Female,Riyadh,Mobile,Email,3,Yes,Morning,16.28,2,Beauty,Apparel,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00359,37,Male,Riyadh,Mobile,Social Media,1,No,Evening,4.62,1,Home & Kitchen,Beauty,Yes,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00360,30,Female,Sharjah,Mobile,Social Media,1,No,Night,15.9,3,Electronics,Sports,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00361,56,Female,Riyadh,Desktop,Paid Search,1,No,Night,15.56,4,Books,Grocery,No,BNPL,,No,Product Page,No,
CUST00362,29,Female,London,Desktop,Organic,3,Yes,Evening,68.72,14,Beauty,None,Yes,Credit/Debit Card,4.0,Yes,None,Yes,149.7
