brand_id,company_name,industry,region,gmv_tier,monthly_orders,team_size,company_size,platform,cart_abandonment_rate,checkout_pain_point,current_tool_used,current_tool_sophistication,pricing_preference,adoption_likelihood,willingness_to_pay_usd
BRAND0158,Palm Retail Group,Fashion,UAE,$50K-200K/mo,100-500/mo,6-15,Small,Shopify,58.6,Payment Failures,Yes,5,Revenue Share,5,597.0
BRAND0159,Desert & Sons,Home & Kitchen,UAE,$1M-5M/mo,"10,000+/mo",51-200,Large,Shopify,67.1,Mobile UX,No,0,Fixed Subscription,7,2042.0
BRAND0160,Nile Bazaar,Beauty,Egypt,$50K-200K/mo,"500-2,000/mo",6-15,Small,WooCommerce,65.0,Complex Forms,No,0,Fixed Subscription,7,702.0
BRAND0161,Gulf Trading Co.,Grocery,UAE,$1M-5M/mo,"10,000+/mo",51-200,Large,BigCommerce,60.5,Complex Forms,Yes,5,Revenue Share,8,1282.0
BRAND0162,Gulf Trading Co.,Books,Saudi Arabia,$10K-50K/mo,"500-2,000/mo",6-15,Small,WooCommerce,62.8,Complex Forms,No,0,Fixed Subscription,8,647.0
BRAND0163,Golden Marketplace,Fashion,Saudi Arabia,$200K-1M/mo,"10,000+/mo",51-200,Large,Shopify,67.0,Payment Failures,No,0,Revenue Share,10,1002.0
BRAND0164,Palm Commerce Ltd,Grocery,UK,$1M-5M/mo,"2,000-10,000/mo",200+,Large,WooCommerce,52.8,Trust Issues,No,0,Revenue Share,6,1334.0
BRAND0165,Oasis Outlet,Fashion,UAE,$10K-50K/mo,<100/mo,1-5,Small,Shopify,55.8,Payment Failures,Yes,5,Revenue Share,5,365.0
BRAND0166,Falcon E-Store,Grocery,Saudi Arabia,$50K-200K/mo,"2,000-10,000/mo",6-15,Small,Custom Built,64.1,Mobile UX,No,0,Fixed Subscription,5,821.0
BRAND0167,Urban Trading Co.,Fashion,UK,$1M-5M/mo,"10,000+/mo",51-200,Large,Shopify,64.3,Complex Forms,No,0,Fixed Subscription,9,1462.0
BRAND0168,Palm E-Store,Fashion,Egypt,$50K-200K/mo,100-500/mo,16-50,Medium,Magento,61.0,Complex Forms,No,0,Revenue Share,5,712.0
BRAND0169,Coastal Collective,Fashion,Egypt,$50K-200K/mo,100-500/mo,6-15,Small,Custom Built,64.4,Trust Issues,No,0,Fixed Subscription,7,581.0
BRAND0170,Coastal & Sons,Home & Kitchen,UAE,$200K-1M/mo,"2,000-10,000/mo",6-15,Small,BigCommerce,58.9,Trust Issues,Yes,6,Revenue Share,4,1047.0
BRAND0171,Coastal E-Store,Home & Kitchen,UAE,$50K-200K/mo,100-500/mo,1-5,Small,Magento,63.5,Mobile UX,No,0,Fixed Subscription,6,919.0
BRAND0172,Coastal Outlet,Beauty,India,$200K-1M/mo,"2,000-10,000/mo",16-50,Medium,BigCommerce,51.1,Trust Issues,No,0,Fixed Subscription,5,1122.0
BRAND0173,Nova Retail Group,Toys,UK,$50K-200K/mo,"500-2,000/mo",1-5,Small,Custom Built,65.6,Payment Failures,Yes,7,Revenue Share,5,698.0
BRAND0174,Metro Trading Co.,Electronics,India,$10K-50K/mo,100-500/mo,1-5,Small,WooCommerce,78.1,Shipping Costs,No,0,Revenue Share,7,519.0
BRAND0175,Summit Trading Co.,Electronics,India,$50K-200K/mo,"2,000-10,000/mo",16-50,Medium,WooCommerce,33.9,Payment Failures,Yes,9,Revenue Share,1,655.0
BRAND0176,Metro E-Store,Sports,UAE,$1M-5M/mo,"10,000+/mo",51-200,Large,WooCommerce,68.0,Payment Failures,No,0,Revenue Share,9,1952.0
BRAND0177,Gulf E-Store,Electronics,Egypt,$10K-50K/mo,"500-2,000/mo",1-5,Small,WooCommerce,63.0,Mobile UX,No,0,Fixed Subscription,5,554.0
BRAND0178,Palm Trading Co.,Toys,UAE,$200K-1M/mo,"2,000-10,000/mo",51-200,Large,WooCommerce,64.6,Shipping Costs,No,0,Fixed Subscription,7,1667.0
BRAND0179,Palm Trading Co.,Fashion,Saudi Arabia,$50K-200K/mo,"500-2,000/mo",1-5,Small,WooCommerce,49.6,Mobile UX,Yes,9,Revenue Share,4,551.0
BRAND0180,Summit Marketplace,Toys,Saudi Arabia,$200K-1M/mo,"10,000+/mo",6-15,Small,Shopify,63.6,Trust Issues,No,0,Fixed Subscription,7,1547.0
BRAND0181,Coastal E-Store,Fashion,Saudi Arabia,$200K-1M/mo,"500-2,000/mo",16-50,Medium,Shopify,57.7,Trust Issues,No,0,Fixed Subscription,6,1242.0
BRAND0182,Summit Bazaar,Books,UAE,$50K-200K/mo,"500-2,000/mo",1-5,Small,Shopify,61.5,Payment Failures,No,0,Fixed Subscription,6,795.0
BRAND0183,Metro Outlet,Beauty,UAE,$10K-50K/mo,<100/mo,6-15,Small,Shopify,58.2,Payment Failures,No,0,Fixed Subscription,7,523.0
BRAND0184,Azure Trading Co.,Toys,India,$1M-5M/mo,"2,000-10,000/mo",200+,Large,Shopify,54.3,Mobile UX,No,0,Revenue Share,7,1373.0
BRAND0185,Golden Marketplace,Fashion,UAE,$200K-1M/mo,"2,000-10,000/mo",16-50,Medium,WooCommerce,45.9,Complex Forms,Yes,8,Fixed Subscription,3,1371.0
BRAND0186,Silk E-Store,Beauty,India,$50K-200K/mo,"500-2,000/mo",16-50,Medium,Shopify,58.3,Mobile UX,No,0,Fixed Subscription,7,914.0
BRAND0187,Summit Trading Co.,Toys,UAE,$50K-200K/mo,100-500/mo,16-50,Medium,BigCommerce,69.5,Shipping Costs,No,0,Fixed Subscription,6,608.0
BRAND0188,Gulf Marketplace,Beauty,Saudi Arabia,$10K-50K/mo,<100/mo,1-5,Small,Shopify,59.1,Payment Failures,Yes,9,Fixed Subscription,5,338.0
BRAND0189,Palm Collective,Beauty,Saudi Arabia,$200K-1M/mo,"10,000+/mo",51-200,Large,Shopify,57.9,Trust Issues,No,0,Fixed Subscription,7,1238.0
BRAND0190,Urban E-Store,Home & Kitchen,UAE,$1M-5M/mo,"10,000+/mo",200+,Large,Magento,62.9,Shipping Costs,No,0,Fixed Subscription,7,1664.0
BRAND0191,Palm Retail Group,Grocery,Saudi Arabia,$10K-50K/mo,100-500/mo,6-15,Small,WooCommerce,58.5,Payment Failures,Yes,5,Revenue Share,4,492.0
BRAND0192,Prime Direct,Beauty,UAE,$10K-50K/mo,"500-2,000/mo",1-5,Small,Shopify,70.8,Mobile UX,No,0,Fixed Subscription,6,690.0
BRAND0193,Silk & Sons,Beauty,UAE,$50K-200K/mo,"2,000-10,000/mo",6-15,Small,BigCommerce,66.1,Trust Issues,No,0,Fixed Subscription,8,617.0
BRAND0194,Bloom E-Store,Books,UK,$10K-50K/mo,"500-2,000/mo",1-5,Small,BigCommerce,72.9,Payment Failures,No,0,Fixed Subscription,9,574.0
BRAND0195,Oasis Outlet,Fashion,Saudi Arabia,$50K-200K/mo,"2,000-10,000/mo",6-15,Small,Shopify,58.4,Trust Issues,Yes,5,Revenue Share,4,574.0
BRAND0196,Desert & Sons,Electronics,Egypt,$50K-200K/mo,100-500/mo,1-5,Small,Shopify,37.3,Mobile UX,Yes,9,Fixed Subscription,2,690.0
BRAND0197,Falcon Retail Group,Toys,UAE,$10K-50K/mo,100-500/mo,1-5,Small,Custom Built,74.0,Payment Failures,No,0,Revenue Share,5,440.0
BRAND0198,Silk Direct,Books,India,$1M-5M/mo,"10,000+/mo",51-200,Large,WooCommerce,69.6,Mobile UX,No,0,Fixed Subscription,7,1619.0
BRAND0199,Desert Direct,Grocery,Egypt,$10K-50K/mo,<100/mo,1-5,Small,WooCommerce,60.9,Payment Failures,No,0,Revenue Share,6,307.0
BRAND0200,Urban Outlet,Beauty,India,$50K-200K/mo,100-500/mo,6-15,Small,BigCommerce,65.8,Mobile UX,No,0,Fixed Subscription,6,964.0
BRAND0201,Urban Bazaar,Electronics,Saudi Arabia,$10K-50K/mo,<100/mo,1-5,Small,Shopify,61.5,Shipping Costs,Yes,5,Revenue Share,4,434.0
BRAND0202,Nova & Sons,Fashion,Saudi Arabia,$200K-1M/mo,"10,000+/mo",51-200,Large,WooCommerce,60.8,Complex Forms,No,0,Fixed Subscription,6,1431.0
BRAND0203,Palm Collective,Grocery,Saudi Arabia,$50K-200K/mo,"2,000-10,000/mo",16-50,Medium,Shopify,59.4,Complex Forms,Yes,6,Revenue Share,5,869.0
BRAND0204,Azure Direct,Electronics,UK,$50K-200K/mo,"500-2,000/mo",6-15,Small,BigCommerce,84.4,Mobile UX,No,0,Fixed Subscription,9,965.0
BRAND0205,Falcon Direct,Beauty,Egypt,$1M-5M/mo,"10,000+/mo",16-50,Medium,WooCommerce,57.7,Trust Issues,No,0,Fixed Subscription,4,1215.0
BRAND0206,Nile Retail Group,Fashion,UK,$10K-50K/mo,"500-2,000/mo",1-5,Small,Magento,56.0,Shipping Costs,No,0,Fixed Subscription,4,601.0
BRAND0207,Prime Outlet,Toys,UAE,$50K-200K/mo,100-500/mo,16-50,Medium,Shopify,66.4,Payment Failures,No,0,Fixed Subscription,6,1154.0
BRAND0208,Azure Direct,Toys,India,$10K-50K/mo,100-500/mo,6-15,Small,Shopify,60.3,Mobile UX,Yes,5,Revenue Share,5,608.0
BRAND0209,Falcon Bazaar,Home & Kitchen,UK,$50K-200K/mo,"2,000-10,000/mo",1-5,Small,WooCommerce,65.2,Shipping Costs,No,0,Fixed Subscription,4,688.0
BRAND0210,Gulf Commerce Ltd,Beauty,UAE,$200K-1M/mo,"10,000+/mo",6-15,Small,Magento,57.3,Mobile UX,Yes,9,Fixed Subscription,4,1173.0
BRAND0211,Urban Outlet,Electronics,UAE,$10K-50K/mo,<100/mo,1-5,Small,WooCommerce,56.3,Payment Failures,No,0,Fixed Subscription,5,322.0
BRAND0212,Palm E-Store,Sports,India,$10K-50K/mo,<100/mo,1-5,Small,Shopify,61.5,Trust Issues,Yes,5,Revenue Share,6,399.0
BRAND0213,Falcon Retail Group,Home & Kitchen,India,$50K-200K/mo,"2,000-10,000/mo",1-5,Small,BigCommerce,62.2,Trust Issues,No,0,Revenue Share,6,777.0
BRAND0214,Desert Collective,Fashion,Egypt,<$10K/mo,<100/mo,1-5,Small,Shopify,80.8,Complex Forms,No,0,Revenue Share,8,157.0
BRAND0215,Silk & Sons,Books,UAE,$200K-1M/mo,"2,000-10,000/mo",16-50,Medium,Custom Built,57.9,Trust Issues,Yes,10,Revenue Share,4,873.0
BRAND0216,Nile Bazaar,Sports,Egypt,$50K-200K/mo,100-500/mo,1-5,Small,Shopify,60.9,Payment Failures,No,0,Fixed Subscription,4,630.0
BRAND0217,Bloom & Sons,Toys,UAE,$10K-50K/mo,<100/mo,6-15,Small,Magento,61.1,Shipping Costs,No,0,Fixed Subscription,7,482.0
BRAND0218,Bloom Direct,Home & Kitchen,UAE,$50K-200K/mo,"2,000-10,000/mo",6-15,Small,Shopify,72.4,Trust Issues,No,0,Revenue Share,8,670.0
BRAND0219,Coastal Trading Co.,Beauty,UAE,$1M-5M/mo,"2,000-10,000/mo",16-50,Medium,Custom Built,41.1,Payment Failures,Yes,9,Fixed Subscription,3,1375.0
BRAND0220,Gulf Direct,Grocery,Egypt,<$10K/mo,100-500/mo,1-5,Small,WooCommerce,55.6,Shipping Costs,Yes,5,Fixed Subscription,8,282.0
